card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_pal
EPS-000365,EPSILON,366,CinderMechanical EPSX,Angelic,Fire,INFECTION VECTOR,2311,169,45,37,233,DIVINE.CINDER.STRIKE,DIVINE.EMBER.SHIELD,DIVINE.CINDER.WARD,DIVINE.PYRE.CATALYST,DIVINE.FLARE.CHARGE,DIVINE.PYRE.STRIKE,DIVINE.EMBER.BIND,DIVINE.EMBER.CATALYST,DIVINE.CINDER.DRAIN,[EPSILON] CSI=54,,NyxGen,fire
ZET-000366,ZETA,367,CinderMechanical ZETX,Angelic,Fire,VOID CULT,1639,155,22,29,111,DIVINE.CINDER.CATALYST,DIVINE.EMBER.WARD,DIVINE.FLARE.CHARGE,DIVINE.CINDER.DRAIN,DIVINE.PYRE.BIND,DIVINE.PYRE.BOOST,DIVINE.BLAZE.CHARGE,DIVINE.CINDER.BOOST,DIVINE.BLAZE.WARD,[ZETA] CSI=46,,NyxGen,fire
MU-000367,MU,368,ArcMechanical MUX,Angelic,Elec,HALO CORE,340,23,6,8,25,DIVINE.ARC.STRIKE,DIVINE.VOLT.CATALYST,DIVINE.VOLT.RUSH,DIVINE.SPARK.BIND,DIVINE.SPARK.CATALYST,DIVINE.VOLT.BIND,DIVINE.BOLT.CATALYST,DIVINE.ARC.BIND,DIVINE.ARC.RUSH,[MU] CSI=15,,NyxGen,elec
ALP-000368,ALPHA,369,UmbralMechanical ALPX,Demonic,Void,PHAGE CELL,6586,838,84,82,615,DIVINE.RIFT.SHIELD,DIVINE.ECLIPSE.DRAIN,DIVINE.NULL.STRIKE,DIVINE.ABYSS.DRAIN,DIVINE.ABYSS.RUSH,DIVINE.ABYSS.CHARGE,DIVINE.ABYSS.SHIELD,DIVINE.ECLIPSE.BOOST,DIVINE.RIFT.CHARGE,[ALPHA] CSI=94,,NyxGen,void
NU-000369,NU,370,ZephyrMechanical NUX,Demonic,Wind,PROTOCOL DIVISION,142,17,4,8,24,DIVINE.ZEPHYR.WARD,DIVINE.ZEPHYR.RUSH,DIVINE.ZEPHYR.STRIKE,DIVINE.GALE.STRIKE,DIVINE.SQUALL.CATALYST,DIVINE.DRAFT.DRAIN,DIVINE.ZEPHYR.CATALYST,DIVINE.SQUALL.SHIELD,DIVINE.ZEPHYR.RUSH,[NU] CSI=15,,NyxGen,wind
LAM-000370,LAMBDA,371,RiftMechanical LAMX,Viral,Void,HALO CORE,273,35,6,13,40,DIVINE.UMBRAL.CHARGE,DIVINE.NULL.WARD,DIVINE.ABYSS.DRAIN,DIVINE.ABYSS.SHIELD,DIVINE.RIFT.BIND,DIVINE.RIFT.RUSH,DIVINE.RIFT.RUSH,DIVINE.UMBRAL.STRIKE,DIVINE.RIFT.CHARGE,[LAMBDA] CSI=17,,NyxGen,void
XI-000371,XI,372,RiftMechanical XIX,Angelic,Void,CORRUPTED SECTOR,135,13,6,6,13,DIVINE.UMBRAL.CHARGE,DIVINE.UMBRAL.RUSH,DIVINE.NULL.WARD,DIVINE.UMBRAL.SHIELD,DIVINE.RIFT.RUSH,DIVINE.RIFT.WARD,DIVINE.NULL.WARD,DIVINE.ECLIPSE.WARD,DIVINE.RIFT.STRIKE,[XI] CSI=5,,NyxGen,void
EPS-000372,EPSILON,373,RadianceMechanical EPSX,Viral,Holy,PROTOCOL DIVISION,2458,233,43,35,257,DIVINE.RADIANCE.CATALYST,DIVINE.RADIANCE.BOOST,DIVINE.RADIANCE.STRIKE,DIVINE.RADIANCE.STRIKE,DIVINE.LUMEN.WARD,DIVINE.LUMEN.CATALYST,DIVINE.HALO.CHARGE,DIVINE.LUMEN.RUSH,DIVINE.SERA.RUSH,[EPSILON] CSI=53,,NyxGen,holy
EPS-000373,EPSILON,374,VineMechanical EPSX,Viral,Wood,LUMINA SECT,2092,246,34,40,251,DIVINE.BLOOM.CATALYST,DIVINE.THORN.SHIELD,DIVINE.THORN.BIND,DIVINE.THORN.SHIELD,DIVINE.THORN.BOOST,DIVINE.THORN.CATALYST,DIVINE.BLOOM.BIND,DIVINE.BLOOM.SHIELD,DIVINE.BLOOM.RUSH,[EPSILON] CSI=55,,NyxGen,wood
ALP-000374,ALPHA,375,RadianceMechanical ALPX,Demonic,Holy,INFECTION VECTOR,7531,831,84,76,640,DIVINE.HALO.STRIKE,DIVINE.SERA.BOOST,DIVINE.SANCT.CATALYST,DIVINE.RADIANCE.WARD,DIVINE.HALO.WARD,DIVINE.LUMEN.WARD,DIVINE.SANCT.RUSH,DIVINE.LUMEN.BOOST,DIVINE.RADIANCE.DRAIN,[ALPHA] CSI=85,,NyxGen,holy
KAP-000375,KAPPA,376,BlazeMechanical KAPX,Mechanical,Fire,PHAGE CELL,614,51,12,10,32,DIVINE.FLARE.WARD,DIVINE.FLARE.CHARGE,DIVINE.FLARE.STRIKE,DIVINE.EMBER.BOOST,DIVINE.PYRE.BIND,DIVINE.PYRE.CHARGE,DIVINE.FLARE.WARD,DIVINE.CINDER.SHIELD,DIVINE.EMBER.SHIELD,[KAPPA] CSI=22,,NyxGen,fire
ETA-000376,ETA,377,ArcMechanical ETAX,Viral,Elec,HALO CORE,1001,138,24,22,77,DIVINE.SURGE.SHIELD,DIVINE.BOLT.SHIELD,DIVINE.SPARK.DRAIN,DIVINE.SURGE.STRIKE,DIVINE.BOLT.BIND,DIVINE.VOLT.CHARGE,DIVINE.ARC.BIND,DIVINE.VOLT.BOOST,DIVINE.BOLT.BIND,[ETA] CSI=37,,NyxGen,elec
IOT-000377,IOTA,378,BlazeMechanical IOTX,Viral,Fire,SYNTHETIC NETWORK,515,49,18,17,67,DIVINE.FLARE.SHIELD,DIVINE.FLARE.DRAIN,DIVINE.EMBER.BOOST,DIVINE.PYRE.BIND,DIVINE.PYRE.CATALYST,DIVINE.FLARE.BOOST,DIVINE.EMBER.WARD,DIVINE.FLARE.DRAIN,DIVINE.PYRE.CATALYST,[IOTA] CSI=30,,NyxGen,fire
IOT-000378,IOTA,379,BoltMechanical IOTX,Viral,Elec,GEAR SECT,601,75,13,20,54,DIVINE.VOLT.DRAIN,DIVINE.ARC.CHARGE,DIVINE.BOLT.CATALYST,DIVINE.BOLT.STRIKE,DIVINE.BOLT.DRAIN,DIVINE.SPARK.WARD,DIVINE.BOLT.BOOST,DIVINE.ARC.RUSH,DIVINE.VOLT.WARD,[IOTA] CSI=33,,NyxGen,elec
ZET-000379,ZETA,380,NullMechanical ZETX,Mechanical,Void,SYNTHETIC NETWORK,2109,133,31,33,106,DIVINE.ECLIPSE.CHARGE,DIVINE.RIFT.RUSH,DIVINE.NULL.SHIELD,DIVINE.RIFT.RUSH,DIVINE.NULL.DRAIN,DIVINE.ABYSS.CATALYST,DIVINE.ABYSS.CHARGE,DIVINE.ECLIPSE.BIND,DIVINE.NULL.SHIELD,[ZETA] CSI=48,,NyxGen,void
IOT-000380,IOTA,381,BlazeMechanical IOTX,Mechanical,Fire,ROT CLUSTER,884,53,12,20,74,DIVINE.PYRE.SHIELD,DIVINE.BLAZE.WARD,DIVINE.BLAZE.BOOST,DIVINE.FLARE.STRIKE,DIVINE.FLARE.SHIELD,DIVINE.CINDER.BOOST,DIVINE.CINDER.BOOST,DIVINE.PYRE.DRAIN,DIVINE.CINDER.BIND,[IOTA] CSI=31,,NyxGen,fire
THE-000381,THETA,382,UmbralMechanical THEX,Angelic,Void,LUMINA SECT,1133,80,16,25,46,DIVINE.ECLIPSE.CHARGE,DIVINE.RIFT.STRIKE,DIVINE.ECLIPSE.STRIKE,DIVINE.RIFT.RUSH,DIVINE.ECLIPSE.WARD,DIVINE.NULL.DRAIN,DIVINE.RIFT.SHIELD,DIVINE.NULL.WARD,DIVINE.ABYSS.WARD,[THETA] CSI=39,,NyxGen,void
ZET-000382,ZETA,383,TideMechanical ZETX,Demonic,Aqua,PROTOCOL DIVISION,2099,189,24,28,108,DIVINE.MIST.SHIELD,DIVINE.MIST.RUSH,DIVINE.TORRENT.DRAIN,DIVINE.SURGE.SHIELD,DIVINE.RIPPLE.BIND,DIVINE.TORRENT.BIND,DIVINE.RIPPLE.CHARGE,DIVINE.MIST.CATALYST,DIVINE.MIST.STRIKE,[ZETA] CSI=44,,NyxGen,aqua
MU-000383,MU,384,HaloMechanical MUX,Viral,Holy,HALO CORE,302,21,8,8,33,DIVINE.HALO.SHIELD,DIVINE.SANCT.RUSH,DIVINE.RADIANCE.RUSH,DIVINE.SANCT.CATALYST,DIVINE.SANCT.BIND,DIVINE.HALO.DRAIN,DIVINE.HALO.BIND,DIVINE.LUMEN.DRAIN,DIVINE.LUMEN.RUSH,[MU] CSI=21,,NyxGen,holy
GAM-000384,GAMMA,385,PyreMechanical GAMX,Demonic,Fire,GEAR SECT,3905,484,45,73,283,DIVINE.EMBER.STRIKE,DIVINE.CINDER.SHIELD,DIVINE.PYRE.WARD,DIVINE.PYRE.RUSH,DIVINE.BLAZE.CATALYST,DIVINE.CINDER.STRIKE,DIVINE.EMBER.BIND,DIVINE.EMBER.BIND,DIVINE.BLAZE.WARD,[GAMMA] CSI=72,,NyxGen,fire
MU-000385,MU,386,MistMechanical MUX,Demonic,Aqua,PHAGE CELL,347,17,8,6,35,DIVINE.MIST.WARD,DIVINE.TIDE.CHARGE,DIVINE.RIPPLE.BOOST,DIVINE.TIDE.SHIELD,DIVINE.RIPPLE.RUSH,DIVINE.RIPPLE.BIND,DIVINE.RIPPLE.CATALYST,DIVINE.RIPPLE.BIND,DIVINE.MIST.SHIELD,[MU] CSI=11,,NyxGen,aqua
GAM-000386,GAMMA,387,VineMechanical GAMX,Demonic,Wood,ABYSSAL CABAL,4253,468,64,65,422,DIVINE.BLOOM.BOOST,DIVINE.BLOOM.DRAIN,DIVINE.VINE.WARD,DIVINE.VINE.RUSH,DIVINE.VINE.BOOST,DIVINE.BARK.BIND,DIVINE.BARK.SHIELD,DIVINE.ROOT.CHARGE,DIVINE.VINE.CHARGE,[GAMMA] CSI=67,,NyxGen,wood
GAM-000387,GAMMA,388,SurgeMechanical GAMX,Viral,Aqua,ASTRUM DIVISION,3913,445,63,73,417,DIVINE.MIST.CATALYST,DIVINE.RIPPLE.BOOST,DIVINE.MIST.WARD,DIVINE.SURGE.BOOST,DIVINE.SURGE.BIND,DIVINE.TORRENT.BOOST,DIVINE.MIST.CHARGE,DIVINE.MIST.BIND,DIVINE.SURGE.CATALYST,[GAMMA] CSI=74,,NyxGen,aqua
DEL-000388,DELTA,389,ZephyrMechanical DELX,Mechanical,Wind,IRON CORTEX,3728,340,50,50,304,DIVINE.DRAFT.STRIKE,DIVINE.DRAFT.CHARGE,DIVINE.GALE.SHIELD,DIVINE.ZEPHYR.CHARGE,DIVINE.DRAFT.RUSH,DIVINE.ZEPHYR.STRIKE,DIVINE.ZEPHYR.RUSH,DIVINE.SQUALL.WARD,DIVINE.SQUALL.CATALYST,[DELTA] CSI=68,,NyxGen,wind
DEL-000389,DELTA,390,TideMechanical DELX,Viral,Aqua,GEAR SECT,3924,233,37,45,231,DIVINE.RIPPLE.BIND,DIVINE.RIPPLE.BIND,DIVINE.TIDE.CATALYST,DIVINE.TORRENT.RUSH,DIVINE.MIST.BIND,DIVINE.MIST.STRIKE,DIVINE.TORRENT.RUSH,DIVINE.RIPPLE.DRAIN,DIVINE.MIST.STRIKE,[DELTA] CSI=59,,NyxGen,aqua
MU-000390,MU,391,BlazeMechanical MUX,Mechanical,Fire,ABYSSAL CABAL,262,24,6,8,27,DIVINE.FLARE.BOOST,DIVINE.CINDER.WARD,DIVINE.EMBER.RUSH,DIVINE.BLAZE.CHARGE,DIVINE.PYRE.BOOST,DIVINE.BLAZE.BOOST,DIVINE.BLAZE.STRIKE,DIVINE.BLAZE.DRAIN,DIVINE.FLARE.BOOST,[MU] CSI=14,,NyxGen,fire
EPS-000391,EPSILON,392,SparkMechanical EPSX,Mechanical,Elec,ASTRUM DIVISION,3003,211,37,47,162,DIVINE.ARC.DRAIN,DIVINE.ARC.SHIELD,DIVINE.SURGE.CHARGE,DIVINE.VOLT.SHIELD,DIVINE.SURGE.STRIKE,DIVINE.SPARK.RUSH,DIVINE.ARC.DRAIN,DIVINE.ARC.SHIELD,DIVINE.SURGE.SHIELD,[EPSILON] CSI=57,,NyxGen,elec
GAM-000392,GAMMA,393,SanctMechanical GAMX,Angelic,Holy,INFECTION VECTOR,4027,359,51,54,303,DIVINE.LUMEN.BOOST,DIVINE.SANCT.SHIELD,DIVINE.RADIANCE.RUSH,DIVINE.RADIANCE.DRAIN,DIVINE.SANCT.SHIELD,DIVINE.SERA.BOOST,DIVINE.SERA.STRIKE,DIVINE.RADIANCE.CATALYST,DIVINE.RADIANCE.BIND,[GAMMA] CSI=78,,NyxGen,holy
ETA-000393,ETA,394,GaleMechanical ETAX,Mechanical,Wind,IRON CORTEX,1192,89,20,24,113,DIVINE.SQUALL.RUSH,DIVINE.DRAFT.BIND,DIVINE.SQUALL.DRAIN,DIVINE.DRAFT.BIND,DIVINE.SQUALL.STRIKE,DIVINE.GALE.DRAIN,DIVINE.SQUALL.RUSH,DIVINE.ZEPHYR.CATALYST,DIVINE.SQUALL.BIND,[ETA] CSI=38,,NyxGen,wind
IOT-000394,IOTA,395,MistMechanical IOTX,Viral,Aqua,LUMINA SECT,841,63,12,16,37,DIVINE.TORRENT.BOOST,DIVINE.SURGE.CATALYST,DIVINE.MIST.CATALYST,DIVINE.TIDE.STRIKE,DIVINE.SURGE.SHIELD,DIVINE.TORRENT.BIND,DIVINE.SURGE.CHARGE,DIVINE.RIPPLE.WARD,DIVINE.RIPPLE.STRIKE,[IOTA] CSI=24,,NyxGen,aqua
THE-000395,THETA,396,SquallMechanical THEX,Demonic,Wind,PROTOCOL DIVISION,1111,99,14,16,78,DIVINE.SQUALL.STRIKE,DIVINE.DRAFT.RUSH,DIVINE.GALE.BIND,DIVINE.DRAFT.CHARGE,DIVINE.GALE.WARD,DIVINE.GALE.STRIKE,DIVINE.SQUALL.CHARGE,DIVINE.SQUALL.CHARGE,DIVINE.ZEPHYR.SHIELD,[THETA] CSI=32,,NyxGen,wind
KAP-000396,KAPPA,397,HaloMechanical KAPX,Angelic,Holy,SYNTHETIC NETWORK,437,32,10,13,40,DIVINE.LUMEN.BOOST,DIVINE.RADIANCE.CATALYST,DIVINE.RADIANCE.STRIKE,DIVINE.SANCT.STRIKE,DIVINE.SERA.SHIELD,DIVINE.HALO.DRAIN,DIVINE.RADIANCE.WARD,DIVINE.SERA.WARD,DIVINE.RADIANCE.CATALYST,[KAPPA] CSI=19,,NyxGen,holy
MU-000397,MU,398,BloomMechanical MUX,Viral,Wood,VOID CULT,202,30,7,7,17,DIVINE.THORN.BOOST,DIVINE.BARK.WARD,DIVINE.VINE.BIND,DIVINE.VINE.BIND,DIVINE.THORN.RUSH,DIVINE.THORN.CHARGE,DIVINE.THORN.STRIKE,DIVINE.BARK.WARD,DIVINE.BARK.BIND,[MU] CSI=14,,NyxGen,wood
XI-000398,XI,399,SquallMechanical XIX,Demonic,Wind,IRON CORTEX,123,13,6,6,15,DIVINE.DRAFT.RUSH,DIVINE.GALE.CATALYST,DIVINE.ZEPHYR.WARD,DIVINE.DRAFT.STRIKE,DIVINE.BREEZE.BOOST,DIVINE.BREEZE.BOOST,DIVINE.DRAFT.STRIKE,DIVINE.GALE.RUSH,DIVINE.DRAFT.CHARGE,[XI] CSI=8,,NyxGen,wind
BET-000399,BETA,400,SquallMechanical BETX,Angelic,Wind,ROT CLUSTER,6433,413,56,78,569,DIVINE.ZEPHYR.DRAIN,DIVINE.SQUALL.RUSH,DIVINE.DRAFT.STRIKE,DIVINE.BREEZE.RUSH,DIVINE.SQUALL.SHIELD,DIVINE.DRAFT.DRAIN,DIVINE.ZEPHYR.STRIKE,DIVINE.GALE.WARD,DIVINE.BREEZE.DRAIN,[BETA] CSI=86,,NyxGen,wind
ZET-000400,ZETA,401,TideMechanical ZETX,Demonic,Aqua,ROT CLUSTER,1903,190,34,33,132,DIVINE.TIDE.DRAIN,DIVINE.RIPPLE.STRIKE,DIVINE.SURGE.RUSH,DIVINE.MIST.BIND,DIVINE.RIPPLE.DRAIN,DIVINE.TIDE.WARD,DIVINE.TORRENT.CHARGE,DIVINE.RIPPLE.CATALYST,DIVINE.SURGE.SHIELD,[ZETA] CSI=54,,NyxGen,aqua
IOT-000401,IOTA,402,TorrentMechanical IOTX,Mechanical,Aqua,LUMINA SECT,524,70,13,19,38,DIVINE.TIDE.CHARGE,DIVINE.SURGE.STRIKE,DIVINE.TORRENT.CHARGE,DIVINE.SURGE.STRIKE,DIVINE.SURGE.STRIKE,DIVINE.SURGE.BIND,DIVINE.TORRENT.BOOST,DIVINE.RIPPLE.CHARGE,DIVINE.TORRENT.WARD,[IOTA] CSI=36,,NyxGen,aqua
BET-000402,BETA,403,UmbralMechanical BETX,Demonic,Void,INFECTION VECTOR,6542,481,61,89,598,DIVINE.UMBRAL.BIND,DIVINE.UMBRAL.BOOST,DIVINE.ECLIPSE.DRAIN,DIVINE.UMBRAL.SHIELD,DIVINE.UMBRAL.WARD,DIVINE.UMBRAL.WARD,DIVINE.UMBRAL.SHIELD,DIVINE.NULL.CATALYST,DIVINE.ABYSS.BIND,[BETA] CSI=86,,NyxGen,void
DEL-000403,DELTA,404,RootMechanical DELX,Demonic,Wood,HALO CORE,3232,226,42,48,301,DIVINE.VINE.RUSH,DIVINE.ROOT.SHIELD,DIVINE.THORN.RUSH,DIVINE.ROOT.WARD,DIVINE.THORN.SHIELD,DIVINE.VINE.BOOST,DIVINE.VINE.BIND,DIVINE.ROOT.RUSH,DIVINE.BARK.BIND,[DELTA] CSI=62,,NyxGen,wood
OMI-000404,OMICRON,405,TorrentMechanical OMIX,Viral,Aqua,INFECTION VECTOR,74,8,2,3,9,DIVINE.MIST.WARD,DIVINE.RIPPLE.STRIKE,DIVINE.SURGE.CHARGE,DIVINE.TORRENT.CHARGE,DIVINE.RIPPLE.WARD,DIVINE.TIDE.SHIELD,DIVINE.TORRENT.DRAIN,DIVINE.MIST.STRIKE,DIVINE.TIDE.STRIKE,[OMICRON] CSI=10,,NyxGen,aqua
XI-000405,XI,406,MistMechanical XIX,Demonic,Aqua,GEAR SECT,112,14,6,5,18,DIVINE.RIPPLE.STRIKE,DIVINE.TIDE.WARD,DIVINE.SURGE.CATALYST,DIVINE.TIDE.WARD,DIVINE.TIDE.RUSH,DIVINE.TIDE.STRIKE,DIVINE.MIST.WARD,DIVINE.SURGE.BOOST,DIVINE.TORRENT.SHIELD,[XI] CSI=2,,NyxGen,aqua
THE-000406,THETA,407,LumenMechanical THEX,Demonic,Holy,INFECTION VECTOR,841,92,22,21,53,DIVINE.SANCT.BIND,DIVINE.LUMEN.CATALYST,DIVINE.RADIANCE.WARD,DIVINE.SANCT.STRIKE,DIVINE.LUMEN.DRAIN,DIVINE.HALO.DRAIN,DIVINE.LUMEN.SHIELD,DIVINE.HALO.RUSH,DIVINE.HALO.BIND,[THETA] CSI=31,,NyxGen,holy
ZET-000407,ZETA,408,TorrentMechanical ZETX,Viral,Aqua,LUMINA SECT,2345,200,24,39,185,DIVINE.MIST.STRIKE,DIVINE.RIPPLE.STRIKE,DIVINE.RIPPLE.WARD,DIVINE.RIPPLE.RUSH,DIVINE.SURGE.BIND,DIVINE.MIST.RUSH,DIVINE.RIPPLE.CHARGE,DIVINE.SURGE.DRAIN,DIVINE.TIDE.WARD,[ZETA] CSI=48,,NyxGen,aqua
XI-000408,XI,409,ArcMechanical XIX,Mechanical,Elec,IRON CORTEX,132,13,5,4,17,DIVINE.BOLT.RUSH,DIVINE.SPARK.CHARGE,DIVINE.SURGE.CHARGE,DIVINE.VOLT.STRIKE,DIVINE.VOLT.RUSH,DIVINE.SPARK.WARD,DIVINE.SPARK.DRAIN,DIVINE.ARC.WARD,DIVINE.SURGE.WARD,[XI] CSI=6,,NyxGen,elec
KAP-000409,KAPPA,410,RadianceMechanical KAPX,Viral,Holy,ASTRUM DIVISION,362,50,9,14,56,DIVINE.RADIANCE.BOOST,DIVINE.LUMEN.BIND,DIVINE.RADIANCE.BIND,DIVINE.SANCT.CATALYST,DIVINE.SERA.RUSH,DIVINE.RADIANCE.CHARGE,DIVINE.SERA.BOOST,DIVINE.HALO.SHIELD,DIVINE.RADIANCE.BIND,[KAPPA] CSI=25,,NyxGen,holy
DEL-000410,DELTA,411,GaleMechanical DELX,Mechanical,Wind,ASTRUM DIVISION,3128,333,55,50,319,DIVINE.ZEPHYR.CATALYST,DIVINE.BREEZE.WARD,DIVINE.SQUALL.BOOST,DIVINE.GALE.CATALYST,DIVINE.ZEPHYR.BOOST,DIVINE.DRAFT.DRAIN,DIVINE.GALE.DRAIN,DIVINE.SQUALL.DRAIN,DIVINE.GALE.CATALYST,[DELTA] CSI=62,,NyxGen,wind
ETA-000411,ETA,412,SurgeMechanical ETAX,Mechanical,Elec,GEAR SECT,1579,84,27,20,68,DIVINE.SURGE.STRIKE,DIVINE.VOLT.WARD,DIVINE.SURGE.STRIKE,DIVINE.ARC.DRAIN,DIVINE.SPARK.WARD,DIVINE.VOLT.SHIELD,DIVINE.BOLT.SHIELD,DIVINE.SPARK.BOOST,DIVINE.ARC.STRIKE,[ETA] CSI=43,,NyxGen,elec
XI-000412,XI,413,BreezeMechanical XIX,Demonic,Wind,PROTOCOL DIVISION,109,13,6,6,10,DIVINE.DRAFT.RUSH,DIVINE.BREEZE.STRIKE,DIVINE.DRAFT.DRAIN,DIVINE.SQUALL.CATALYST,DIVINE.BREEZE.DRAIN,DIVINE.BREEZE.WARD,DIVINE.ZEPHYR.DRAIN,DIVINE.SQUALL.BOOST,DIVINE.SQUALL.BOOST,[XI] CSI=5,,NyxGen,wind
XI-000413,XI,414,RootMechanical XIX,Angelic,Wood,INFECTION VECTOR,100,11,3,6,15,DIVINE.ROOT.STRIKE,DIVINE.BARK.WARD,DIVINE.BLOOM.WARD,DIVINE.BARK.CHARGE,DIVINE.THORN.RUSH,DIVINE.ROOT.BIND,DIVINE.BARK.STRIKE,DIVINE.BARK.CHARGE,DIVINE.THORN.CHARGE,[XI] CSI=13,,NyxGen,wood
BET-000414,BETA,415,CinderMechanical BETX,Demonic,Fire,CORRUPTED SECTOR,5450,610,58,69,568,DIVINE.BLAZE.BIND,DIVINE.PYRE.CATALYST,DIVINE.BLAZE.BOOST,DIVINE.BLAZE.CATALYST,DIVINE.PYRE.SHIELD,DIVINE.CINDER.WARD,DIVINE.FLARE.SHIELD,DIVINE.BLAZE.RUSH,DIVINE.PYRE.BOOST,[BETA] CSI=76,,NyxGen,fire
ETA-000415,ETA,416,SurgeMechanical ETAX,Mechanical,Elec,CORRUPTED SECTOR,1307,82,23,25,120,DIVINE.SURGE.BOOST,DIVINE.SPARK.DRAIN,DIVINE.SURGE.DRAIN,DIVINE.BOLT.SHIELD,DIVINE.BOLT.BOOST,DIVINE.ARC.WARD,DIVINE.SPARK.SHIELD,DIVINE.VOLT.RUSH,DIVINE.SURGE.BIND,[ETA] CSI=46,,NyxGen,elec
DEL-000416,DELTA,417,GaleMechanical DELX,Viral,Wind,PHAGE CELL,3333,327,44,45,285,DIVINE.ZEPHYR.SHIELD,DIVINE.DRAFT.CATALYST,DIVINE.GALE.CHARGE,DIVINE.DRAFT.WARD,DIVINE.BREEZE.SHIELD,DIVINE.DRAFT.SHIELD,DIVINE.SQUALL.CHARGE,DIVINE.BREEZE.SHIELD,DIVINE.BREEZE.SHIELD,[DELTA] CSI=64,,NyxGen,wind
BET-000417,BETA,418,SeraMechanical BETX,Angelic,Holy,SYNTHETIC NETWORK,7328,599,63,70,428,DIVINE.SERA.STRIKE,DIVINE.LUMEN.STRIKE,DIVINE.HALO.STRIKE,DIVINE.RADIANCE.BIND,DIVINE.RADIANCE.WARD,DIVINE.LUMEN.DRAIN,DIVINE.HALO.BIND,DIVINE.SERA.CATALYST,DIVINE.SANCT.CHARGE,[BETA] CSI=78,,NyxGen,holy
NU-000418,NU,419,BlazeMechanical NUX,Demonic,Fire,SYNTHETIC NETWORK,165,21,7,5,25,DIVINE.FLARE.RUSH,DIVINE.BLAZE.SHIELD,DIVINE.EMBER.SHIELD,DIVINE.CINDER.WARD,DIVINE.EMBER.DRAIN,DIVINE.EMBER.RUSH,DIVINE.BLAZE.STRIKE,DIVINE.FLARE.CHARGE,DIVINE.FLARE.RUSH,[NU] CSI=8,,NyxGen,fire
OME-000419,OMEGA,420,VineMechanical OMEX,Demonic,Wood,PROTOCOL DIVISION,11707,978,105,104,942,DIVINE.BARK.CHARGE,DIVINE.BLOOM.RUSH,DIVINE.BLOOM.STRIKE,DIVINE.BLOOM.BIND,DIVINE.BLOOM.STRIKE,DIVINE.BLOOM.RUSH,DIVINE.VINE.WARD,DIVINE.BARK.RUSH,DIVINE.ROOT.SHIELD,[OMEGA] CSI=92,,NyxGen,wood
ETA-000420,ETA,421,PyreMechanical ETAX,Viral,Fire,IRON CORTEX,1320,134,25,20,72,DIVINE.FLARE.WARD,DIVINE.EMBER.BIND,DIVINE.FLARE.BOOST,DIVINE.FLARE.WARD,DIVINE.EMBER.CHARGE,DIVINE.CINDER.CATALYST,DIVINE.PYRE.SHIELD,DIVINE.PYRE.WARD,DIVINE.PYRE.DRAIN,[ETA] CSI=40,,NyxGen,fire
BET-000421,BETA,422,RippleMechanical BETX,Mechanical,Aqua,SYNTHETIC NETWORK,7196,468,78,71,362,DIVINE.MIST.STRIKE,DIVINE.MIST.DRAIN,DIVINE.TORRENT.RUSH,DIVINE.SURGE.BIND,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.CATALYST,DIVINE.RIPPLE.RUSH,DIVINE.SURGE.BIND,DIVINE.TORRENT.STRIKE,[BETA] CSI=74,,NyxGen,aqua
ETA-000422,ETA,423,TideMechanical ETAX,Demonic,Aqua,VOID CULT,1303,128,23,20,66,DIVINE.RIPPLE.BOOST,DIVINE.SURGE.STRIKE,DIVINE.TORRENT.BIND,DIVINE.SURGE.SHIELD,DIVINE.TORRENT.SHIELD,DIVINE.RIPPLE.BOOST,DIVINE.SURGE.WARD,DIVINE.TIDE.CHARGE,DIVINE.RIPPLE.CHARGE,[ETA] CSI=39,,NyxGen,aqua
THE-000423,THETA,424,CinderMechanical THEX,Viral,Fire,VOID CULT,1102,91,22,17,85,DIVINE.CINDER.CHARGE,DIVINE.PYRE.DRAIN,DIVINE.EMBER.WARD,DIVINE.EMBER.BIND,DIVINE.EMBER.BIND,DIVINE.PYRE.DRAIN,DIVINE.EMBER.BOOST,DIVINE.FLARE.CHARGE,DIVINE.PYRE.DRAIN,[THETA] CSI=42,,NyxGen,fire
ZET-000424,ZETA,425,CinderMechanical ZETX,Viral,Fire,GEAR SECT,2213,118,34,33,99,DIVINE.BLAZE.RUSH,DIVINE.BLAZE.RUSH,DIVINE.PYRE.SHIELD,DIVINE.BLAZE.SHIELD,DIVINE.CINDER.STRIKE,DIVINE.CINDER.SHIELD,DIVINE.PYRE.SHIELD,DIVINE.CINDER.WARD,DIVINE.FLARE.STRIKE,[ZETA] CSI=53,,NyxGen,fire
LAM-000425,LAMBDA,426,RootMechanical LAMX,Demonic,Wood,SYNTHETIC NETWORK,349,35,11,9,32,DIVINE.BARK.BIND,DIVINE.BARK.BOOST,DIVINE.THORN.RUSH,DIVINE.ROOT.BIND,DIVINE.BARK.STRIKE,DIVINE.THORN.DRAIN,DIVINE.BLOOM.BIND,DIVINE.ROOT.STRIKE,DIVINE.BARK.CHARGE,[LAMBDA] CSI=16,,NyxGen,wood
